Time used gen_solv: 0.002674
Time used Special_solv: 0.001763
v:                 v_:
     0.66526437          0.66526437
     0.66526767          0.66526767
     0.66527097          0.66527097
     0.66527427          0.66527427
     0.66527757          0.66527757
     0.66528087          0.66528087
     0.66528416          0.66528416
     0.66528745          0.66528746
     0.66529075          0.66529075
     0.66529404          0.66529404
     0.66529733          0.66529733
     0.66530062          0.66530062
      0.6653039           0.6653039
     0.66530719          0.66530719
     0.66531047          0.66531047
     0.66531375          0.66531376
     0.66531704          0.66531704
     0.66532032          0.66532032
      0.6653236           0.6653236
     0.66532687          0.66532687
     0.66533015          0.66533015
     0.66533342          0.66533342
      0.6653367           0.6653367
     0.66533997          0.66533997
     0.66534324          0.66534324
     0.66534651          0.66534651
     0.66534978          0.66534978
     0.66535305          0.66535305
     0.66535631          0.66535631
     0.66535957          0.66535958
     0.66536284          0.66536284
      0.6653661           0.6653661
     0.66536936          0.66536936
     0.66537262          0.66537262
     0.66537588          0.66537588
     0.66537913          0.66537913
     0.66538239          0.66538239
     0.66538564          0.66538564
     0.66538889          0.66538889
     0.66539214          0.66539214
     0.66539539          0.66539539
     0.66539864          0.66539864
     0.66540189          0.66540189
     0.66540514          0.66540514
     0.66540838          0.66540838
     0.66541162          0.66541162
     0.66541486          0.66541486
      0.6654181           0.6654181
     0.66542134          0.66542134
     0.66542458          0.66542458
     0.66542782          0.66542782
     0.66543105          0.66543105
     0.66543429          0.66543429
     0.66543752          0.66543752
     0.66544075          0.66544075
     0.66544398          0.66544398
     0.66544721          0.66544721
     0.66545044          0.66545044
     0.66545366          0.66545366
     0.66545689          0.66545689
     0.66546011          0.66546011
     0.66546333          0.66546333
     0.66546655          0.66546655
     0.66546977          0.66546977
     0.66547299          0.66547299
     0.66547621          0.66547621
     0.66547942          0.66547942
     0.66548263          0.66548264
     0.66548585          0.66548585
     0.66548906          0.66548906
     0.66549227          0.66549227
     0.66549548          0.66549548
     0.66549868          0.66549868
     0.66550189          0.66550189
      0.6655051           0.6655051
      0.6655083           0.6655083
      0.6655115           0.6655115
      0.6655147           0.6655147
      0.6655179           0.6655179
      0.6655211           0.6655211
      0.6655243           0.6655243
     0.66552749          0.66552749
     0.66553069          0.66553069
     0.66553388          0.66553388
     0.66553707          0.66553707
     0.66554026          0.66554026
     0.66554345          0.66554345
     0.66554664          0.66554664
     0.66554982          0.66554982
     0.66555301          0.66555301
     0.66555619          0.66555619
     0.66555937          0.66555937
     0.66556255          0.66556255
     0.66556573          0.66556573
     0.66556891          0.66556891
     0.66557209          0.66557209
     0.66557526          0.66557527
     0.66557844          0.66557844
     0.66558161          0.66558161
     0.66558478          0.66558478
     0.66558795          0.66558795
     0.66559112          0.66559112
     0.66559429          0.66559429
     0.66559746          0.66559746
     0.66560062          0.66560062
     0.66560379          0.66560379
     0.66560695          0.66560695
     0.66561011          0.66561011
     0.66561327          0.66561327
     0.66561643          0.66561643
     0.66561959          0.66561959
     0.66562274          0.66562274
      0.6656259           0.6656259
     0.66562905          0.66562905
      0.6656322           0.6656322
     0.66563535          0.66563535
      0.6656385           0.6656385
     0.66564165          0.66564165
      0.6656448           0.6656448
     0.66564794          0.66564794
     0.66565109          0.66565109
     0.66565423          0.66565423
     0.66565737          0.66565737
     0.66566051          0.66566051
     0.66566365          0.66566365
     0.66566679          0.66566679
     0.66566992          0.66566992
     0.66567306          0.66567306
     0.66567619          0.66567619
     0.66567932          0.66567932
     0.66568245          0.66568246
     0.66568558          0.66568558
     0.66568871          0.66568871
     0.66569184          0.66569184
     0.66569497          0.66569497
     0.66569809          0.66569809
     0.66570121          0.66570121
     0.66570433          0.66570434
     0.66570746          0.66570746
     0.66571057          0.66571057
     0.66571369          0.66571369
     0.66571681          0.66571681
     0.66571992          0.66571992
     0.66572304          0.66572304
     0.66572615          0.66572615
     0.66572926          0.66572926
     0.66573237          0.66573237
     0.66573548          0.66573548
     0.66573859          0.66573859
     0.66574169          0.66574169
      0.6657448           0.6657448
      0.6657479           0.6657479
       0.665751            0.665751
      0.6657541          0.66575411
      0.6657572           0.6657572
      0.6657603           0.6657603
      0.6657634           0.6657634
     0.66576649           0.6657665
     0.66576959          0.66576959
     0.66577268          0.66577268
     0.66577577          0.66577577
     0.66577886          0.66577886
     0.66578195          0.66578195
     0.66578504          0.66578504
     0.66578813          0.66578813
     0.66579121          0.66579121
      0.6657943           0.6657943
     0.66579738          0.66579738
     0.66580046          0.66580046
     0.66580354          0.66580354
     0.66580662          0.66580662
      0.6658097           0.6658097
     0.66581277          0.66581277
     0.66581585          0.66581585
     0.66581892          0.66581892
     0.66582199          0.66582199
     0.66582506          0.66582506
     0.66582813          0.66582813
      0.6658312           0.6658312
     0.66583427          0.66583427
     0.66583733          0.66583733
      0.6658404           0.6658404
     0.66584346          0.66584346
     0.66584652          0.66584652
     0.66584958          0.66584958
     0.66585264          0.66585264
      0.6658557           0.6658557
     0.66585875          0.66585875
     0.66586181          0.66586181
     0.66586486          0.66586486
     0.66586791          0.66586791
     0.66587097          0.66587097
     0.66587402          0.66587402
     0.66587706          0.66587706
     0.66588011          0.66588011
     0.66588316          0.66588316
      0.6658862           0.6658862
     0.66588924          0.66588924
     0.66589229          0.66589229
     0.66589533          0.66589533
     0.66589837          0.66589837
      0.6659014          0.66590141
     0.66590444          0.66590444
     0.66590748          0.66590748
     0.66591051          0.66591051
     0.66591354          0.66591354
     0.66591658          0.66591658
     0.66591961          0.66591961
     0.66592263          0.66592263
     0.66592566          0.66592566
     0.66592869          0.66592869
     0.66593171          0.66593171
     0.66593474          0.66593474
     0.66593776          0.66593776
     0.66594078          0.66594078
      0.6659438           0.6659438
     0.66594682          0.66594682
     0.66594984          0.66594984
     0.66595285          0.66595285
     0.66595587          0.66595587
     0.66595888          0.66595888
     0.66596189          0.66596189
      0.6659649           0.6659649
     0.66596791          0.66596791
     0.66597092          0.66597092
     0.66597393          0.66597393
     0.66597693          0.66597693
     0.66597994          0.66597994
     0.66598294          0.66598294
     0.66598594          0.66598594
     0.66598894          0.66598894
     0.66599194          0.66599194
     0.66599494          0.66599494
     0.66599794          0.66599794
     0.66600093          0.66600093
     0.66600392          0.66600392
     0.66600692          0.66600692
     0.66600991          0.66600991
      0.6660129           0.6660129
     0.66601589          0.66601589
     0.66601887          0.66601887
     0.66602186          0.66602186
     0.66602484          0.66602484
     0.66602783          0.66602783
     0.66603081          0.66603081
     0.66603379          0.66603379
     0.66603677          0.66603677
     0.66603975          0.66603975
     0.66604273          0.66604273
      0.6660457           0.6660457
     0.66604868          0.66604868
     0.66605165          0.66605165
     0.66605462          0.66605462
     0.66605759          0.66605759
     0.66606056          0.66606056
     0.66606353          0.66606353
     0.66606649          0.66606649
     0.66606946          0.66606946
     0.66607242          0.66607242
     0.66607539          0.66607539
     0.66607835          0.66607835
     0.66608131          0.66608131
     0.66608427          0.66608427
     0.66608722          0.66608722
     0.66609018          0.66609018
     0.66609313          0.66609314
     0.66609609          0.66609609
     0.66609904          0.66609904
     0.66610199          0.66610199
     0.66610494          0.66610494
     0.66610789          0.66610789
     0.66611084          0.66611084
     0.66611378          0.66611378
     0.66611673          0.66611673
     0.66611967          0.66611967
     0.66612261          0.66612261
     0.66612555          0.66612555
     0.66612849          0.66612849
     0.66613143          0.66613143
     0.66613437          0.66613437
      0.6661373           0.6661373
     0.66614024          0.66614024
     0.66614317          0.66614317
      0.6661461           0.6661461
     0.66614903          0.66614903
     0.66615196          0.66615196
     0.66615489          0.66615489
     0.66615781          0.66615782
     0.66616074          0.66616074
     0.66616366          0.66616366
     0.66616659          0.66616659
     0.66616951          0.66616951
     0.66617243          0.66617243
     0.66617535          0.66617535
     0.66617826          0.66617826
     0.66618118          0.66618118
     0.66618409          0.66618409
     0.66618701          0.66618701
     0.66618992          0.66618992
     0.66619283          0.66619283
     0.66619574          0.66619574
     0.66619865          0.66619865
     0.66620156          0.66620156
     0.66620446          0.66620446
     0.66620737          0.66620737
     0.66621027          0.66621027
     0.66621317          0.66621317
     0.66621607          0.66621607
     0.66621897          0.66621897
     0.66622187          0.66622187
     0.66622477          0.66622477
     0.66622766          0.66622766
     0.66623056          0.66623056
     0.66623345          0.66623345
     0.66623634          0.66623634
     0.66623923          0.66623923
     0.66624212          0.66624212
     0.66624501          0.66624501
     0.66624789          0.66624789
     0.66625078          0.66625078
     0.66625366          0.66625366
     0.66625655          0.66625655
     0.66625943          0.66625943
     0.66626231          0.66626231
     0.66626519          0.66626519
     0.66626806          0.66626806
     0.66627094          0.66627094
     0.66627381          0.66627381
     0.66627669          0.66627669
     0.66627956          0.66627956
     0.66628243          0.66628243
      0.6662853           0.6662853
     0.66628817          0.66628817
     0.66629104          0.66629104
      0.6662939           0.6662939
     0.66629677          0.66629677
     0.66629963          0.66629963
     0.66630249          0.66630249
     0.66630535          0.66630535
     0.66630821          0.66630821
     0.66631107          0.66631107
     0.66631393          0.66631393
     0.66631678          0.66631678
     0.66631964          0.66631964
     0.66632249          0.66632249
     0.66632534          0.66632534
     0.66632819          0.66632819
     0.66633104          0.66633104
     0.66633389          0.66633389
     0.66633673          0.66633673
     0.66633958          0.66633958
     0.66634242          0.66634242
     0.66634527          0.66634527
     0.66634811          0.66634811
     0.66635095          0.66635095
     0.66635379          0.66635379
     0.66635662          0.66635662
     0.66635946          0.66635946
     0.66636229           0.6663623
     0.66636513          0.66636513
     0.66636796          0.66636796
     0.66637079          0.66637079
     0.66637362          0.66637362
     0.66637645          0.66637645
     0.66637928          0.66637928
      0.6663821           0.6663821
     0.66638493          0.66638493
     0.66638775          0.66638775
     0.66639057          0.66639057
      0.6663934           0.6663934
     0.66639621          0.66639621
     0.66639903          0.66639903
     0.66640185          0.66640185
     0.66640467          0.66640467
     0.66640748          0.66640748
     0.66641029          0.66641029
     0.66641311          0.66641311
     0.66641592          0.66641592
     0.66641873          0.66641873
     0.66642153          0.66642153
     0.66642434          0.66642434
     0.66642715          0.66642715
     0.66642995          0.66642995
     0.66643275          0.66643275
     0.66643555          0.66643555
     0.66643835          0.66643835
     0.66644115          0.66644115
     0.66644395          0.66644395
     0.66644675          0.66644675
     0.66644954          0.66644954
     0.66645234          0.66645234
     0.66645513          0.66645513
     0.66645792          0.66645792
     0.66646071          0.66646071
      0.6664635           0.6664635
     0.66646629          0.66646629
     0.66646907          0.66646907
     0.66647186          0.66647186
     0.66647464          0.66647464
     0.66647743          0.66647743
     0.66648021          0.66648021
     0.66648299          0.66648299
     0.66648577          0.66648577
     0.66648854          0.66648854
     0.66649132          0.66649132
     0.66649409          0.66649409
     0.66649687          0.66649687
     0.66649964          0.66649964
     0.66650241          0.66650241
     0.66650518          0.66650518
     0.66650795          0.66650795
     0.66651072          0.66651072
     0.66651348          0.66651348
     0.66651625          0.66651625
     0.66651901          0.66651901
     0.66652177          0.66652177
     0.66652453          0.66652453
     0.66652729          0.66652729
     0.66653005          0.66653005
     0.66653281          0.66653281
     0.66653556          0.66653556
     0.66653832          0.66653832
     0.66654107          0.66654107
     0.66654382          0.66654382
     0.66654657          0.66654657
     0.66654932          0.66654932
     0.66655207          0.66655207
     0.66655482          0.66655482
     0.66655756          0.66655756
     0.66656031          0.66656031
     0.66656305          0.66656305
     0.66656579          0.66656579
     0.66656853          0.66656853
     0.66657127          0.66657127
     0.66657401          0.66657401
     0.66657674          0.66657674
     0.66657948          0.66657948
     0.66658221          0.66658221
     0.66658495          0.66658495
     0.66658768          0.66658768
     0.66659041          0.66659041
     0.66659314          0.66659314
     0.66659586          0.66659586
     0.66659859          0.66659859
     0.66660132          0.66660132
     0.66660404          0.66660404
     0.66660676          0.66660676
     0.66660948          0.66660948
      0.6666122           0.6666122
     0.66661492          0.66661492
     0.66661764          0.66661764
     0.66662036          0.66662036
     0.66662307          0.66662307
     0.66662578          0.66662578
      0.6666285           0.6666285
     0.66663121          0.66663121
     0.66663392          0.66663392
     0.66663663          0.66663663
     0.66663933          0.66663933
     0.66664204          0.66664204
     0.66664474          0.66664474
     0.66664745          0.66664745
     0.66665015          0.66665015
     0.66665285          0.66665285
     0.66665555          0.66665555
     0.66665825          0.66665825
     0.66666095          0.66666095
     0.66666364          0.66666364
     0.66666634          0.66666634
     0.66666903          0.66666903
     0.66667172          0.66667172
     0.66667441          0.66667441
      0.6666771           0.6666771
     0.66667979          0.66667979
     0.66668248          0.66668248
     0.66668516          0.66668516
     0.66668785          0.66668785
     0.66669053          0.66669053
     0.66669321          0.66669321
     0.66669589          0.66669589
     0.66669857          0.66669857
     0.66670125          0.66670125
     0.66670393          0.66670393
      0.6667066           0.6667066
     0.66670928          0.66670928
     0.66671195          0.66671195
     0.66671462          0.66671462
     0.66671729          0.66671729
     0.66671996          0.66671996
     0.66672263          0.66672263
      0.6667253           0.6667253
     0.66672796          0.66672796
     0.66673062          0.66673063
     0.66673329          0.66673329
     0.66673595          0.66673595
     0.66673861          0.66673861
     0.66674127          0.66674127
     0.66674393          0.66674393
     0.66674658          0.66674658
     0.66674924          0.66674924
     0.66675189          0.66675189
     0.66675455          0.66675455
      0.6667572           0.6667572
     0.66675985          0.66675985
      0.6667625           0.6667625
     0.66676514          0.66676514
     0.66676779          0.66676779
     0.66677044          0.66677044
     0.66677308          0.66677308
     0.66677572          0.66677572
     0.66677836          0.66677836
       0.666781            0.666781
     0.66678364          0.66678364
     0.66678628          0.66678628
     0.66678892          0.66678892
     0.66679155          0.66679155
     0.66679418          0.66679419
     0.66679682          0.66679682
     0.66679945          0.66679945
     0.66680208          0.66680208
     0.66680471          0.66680471
     0.66680733          0.66680734
     0.66680996          0.66680996
     0.66681259          0.66681259
     0.66681521          0.66681521
     0.66681783          0.66681783
     0.66682045          0.66682045
     0.66682307          0.66682307
     0.66682569          0.66682569
     0.66682831          0.66682831
     0.66683093          0.66683093
     0.66683354          0.66683354
     0.66683615          0.66683615
     0.66683877          0.66683877
     0.66684138          0.66684138
     0.66684399          0.66684399
      0.6668466           0.6668466
      0.6668492           0.6668492
     0.66685181          0.66685181
     0.66685441          0.66685441
     0.66685702          0.66685702
     0.66685962          0.66685962
     0.66686222          0.66686222
     0.66686482          0.66686482
     0.66686742          0.66686742
     0.66687002          0.66687002
     0.66687261          0.66687261
     0.66687521          0.66687521
      0.6668778           0.6668778
     0.66688039          0.66688039
     0.66688298          0.66688298
     0.66688557          0.66688557
     0.66688816          0.66688816
     0.66689075          0.66689075
     0.66689333          0.66689333
     0.66689592          0.66689592
      0.6668985           0.6668985
     0.66690108          0.66690108
     0.66690366          0.66690366
     0.66690624          0.66690624
     0.66690882          0.66690882
      0.6669114           0.6669114
     0.66691398          0.66691398
     0.66691655          0.66691655
     0.66691912          0.66691912
      0.6669217           0.6669217
     0.66692427          0.66692427
     0.66692684          0.66692684
      0.6669294           0.6669294
     0.66693197          0.66693197
     0.66693454          0.66693454
      0.6669371           0.6669371
     0.66693966          0.66693966
     0.66694223          0.66694223
     0.66694479          0.66694479
     0.66694735          0.66694735
      0.6669499          0.66694991
     0.66695246          0.66695246
     0.66695502          0.66695502
     0.66695757          0.66695757
     0.66696013          0.66696013
     0.66696268          0.66696268
     0.66696523          0.66696523
     0.66696778          0.66696778
     0.66697033          0.66697033
     0.66697287          0.66697287
     0.66697542          0.66697542
     0.66697796          0.66697796
     0.66698051          0.66698051
     0.66698305          0.66698305
     0.66698559          0.66698559
     0.66698813          0.66698813
     0.66699067          0.66699067
      0.6669932           0.6669932
     0.66699574          0.66699574
     0.66699827          0.66699827
     0.66700081          0.66700081
     0.66700334          0.66700334
     0.66700587          0.66700587
      0.6670084           0.6670084
     0.66701093          0.66701093
     0.66701345          0.66701345
     0.66701598          0.66701598
      0.6670185           0.6670185
     0.66702103          0.66702103
     0.66702355          0.66702355
     0.66702607          0.66702607
     0.66702859          0.66702859
     0.66703111          0.66703111
     0.66703362          0.66703362
     0.66703614          0.66703614
     0.66703865          0.66703865
     0.66704117          0.66704117
     0.66704368          0.66704368
     0.66704619          0.66704619
      0.6670487           0.6670487
     0.66705121          0.66705121
     0.66705371          0.66705371
     0.66705622          0.66705622
     0.66705872          0.66705872
     0.66706122          0.66706123
     0.66706373          0.66706373
     0.66706623          0.66706623
     0.66706873          0.66706873
     0.66707122          0.66707123
     0.66707372          0.66707372
     0.66707622          0.66707622
     0.66707871          0.66707871
      0.6670812           0.6670812
      0.6670837           0.6670837
     0.66708619          0.66708619
     0.66708868          0.66708868
     0.66709116          0.66709116
     0.66709365          0.66709365
     0.66709614          0.66709614
     0.66709862          0.66709862
      0.6671011           0.6671011
     0.66710359          0.66710359
     0.66710607          0.66710607
     0.66710855          0.66710855
     0.66711102          0.66711102
      0.6671135           0.6671135
     0.66711598          0.66711598
     0.66711845          0.66711845
     0.66712092          0.66712092
      0.6671234           0.6671234
     0.66712587          0.66712587
     0.66712834          0.66712834
      0.6671308           0.6671308
     0.66713327          0.66713327
     0.66713574          0.66713574
      0.6671382           0.6671382
     0.66714066          0.66714066
     0.66714313          0.66714313
     0.66714559          0.66714559
     0.66714805          0.66714805
      0.6671505           0.6671505
     0.66715296          0.66715296
     0.66715542          0.66715542
     0.66715787          0.66715787
     0.66716032          0.66716032
     0.66716278          0.66716278
     0.66716523          0.66716523
     0.66716768          0.66716768
     0.66717012          0.66717012
     0.66717257          0.66717257
     0.66717502          0.66717502
     0.66717746          0.66717746
      0.6671799          0.66717991
     0.66718235          0.66718235
     0.66718479          0.66718479
     0.66718723          0.66718723
     0.66718967          0.66718967
      0.6671921           0.6671921
     0.66719454          0.66719454
     0.66719697          0.66719697
     0.66719941          0.66719941
     0.66720184          0.66720184
     0.66720427          0.66720427
      0.6672067           0.6672067
     0.66720913          0.66720913
     0.66721155          0.66721155
     0.66721398          0.66721398
      0.6672164           0.6672164
     0.66721883          0.66721883
     0.66722125          0.66722125
     0.66722367          0.66722367
     0.66722609          0.66722609
     0.66722851          0.66722851
     0.66723093          0.66723093
     0.66723334          0.66723334
     0.66723576          0.66723576
     0.66723817          0.66723817
     0.66724058          0.66724058
     0.66724299          0.66724299
      0.6672454           0.6672454
     0.66724781          0.66724781
     0.66725022          0.66725022
     0.66725262          0.66725262
     0.66725503          0.66725503
     0.66725743          0.66725743
     0.66725983          0.66725983
     0.66726223          0.66726224
     0.66726463          0.66726463
     0.66726703          0.66726703
     0.66726943          0.66726943
     0.66727183          0.66727183
     0.66727422          0.66727422
     0.66727661          0.66727661
     0.66727901          0.66727901
      0.6672814           0.6672814
     0.66728379          0.66728379
     0.66728618          0.66728618
     0.66728856          0.66728856
     0.66729095          0.66729095
     0.66729333          0.66729334
     0.66729572          0.66729572
      0.6672981           0.6672981
     0.66730048          0.66730048
     0.66730286          0.66730286
     0.66730524          0.66730524
     0.66730762          0.66730762
     0.66730999          0.66730999
     0.66731237          0.66731237
     0.66731474          0.66731474
     0.66731712          0.66731712
     0.66731949          0.66731949
     0.66732186          0.66732186
     0.66732423          0.66732423
     0.66732659          0.66732659
     0.66732896          0.66732896
     0.66733132          0.66733132
     0.66733369          0.66733369
     0.66733605          0.66733605
     0.66733841          0.66733841
     0.66734077          0.66734077
     0.66734313          0.66734313
     0.66734549          0.66734549
     0.66734785          0.66734785
      0.6673502           0.6673502
     0.66735255          0.66735255
     0.66735491          0.66735491
     0.66735726          0.66735726
     0.66735961          0.66735961
     0.66736196          0.66736196
     0.66736431          0.66736431
     0.66736665          0.66736665
       0.667369            0.667369
     0.66737134          0.66737134
     0.66737368          0.66737368
     0.66737603          0.66737603
     0.66737837          0.66737837
     0.66738071          0.66738071
     0.66738304          0.66738304
     0.66738538          0.66738538
     0.66738772          0.66738772
     0.66739005          0.66739005
     0.66739238          0.66739238
     0.66739471          0.66739471
     0.66739704          0.66739705
     0.66739937          0.66739937
      0.6674017           0.6674017
     0.66740403          0.66740403
     0.66740635          0.66740635
     0.66740868          0.66740868
       0.667411            0.667411
     0.66741332          0.66741332
     0.66741564          0.66741564
     0.66741796          0.66741796
     0.66742028          0.66742028
      0.6674226           0.6674226
     0.66742491          0.66742492
     0.66742723          0.66742723
     0.66742954          0.66742954
     0.66743185          0.66743185
     0.66743417          0.66743417
     0.66743647          0.66743648
     0.66743878          0.66743878
     0.66744109          0.66744109
      0.6674434           0.6674434
      0.6674457           0.6674457
       0.667448            0.667448
     0.66745031          0.66745031
     0.66745261          0.66745261
     0.66745491          0.66745491
     0.66745721          0.66745721
      0.6674595           0.6674595
      0.6674618           0.6674618
     0.66746409          0.66746409
     0.66746639          0.66746639
     0.66746868          0.66746868
     0.66747097          0.66747097
     0.66747326          0.66747326
     0.66747555          0.66747555
     0.66747784          0.66747784
     0.66748012          0.66748012
     0.66748241          0.66748241
     0.66748469          0.66748469
     0.66748697          0.66748697
     0.66748926          0.66748926
     0.66749154          0.66749154
     0.66749381          0.66749381
     0.66749609          0.66749609
     0.66749837          0.66749837
     0.66750064          0.66750064
     0.66750292          0.66750292
     0.66750519          0.66750519
     0.66750746          0.66750746
     0.66750973          0.66750973
       0.667512            0.667512
     0.66751427          0.66751427
     0.66751654          0.66751654
      0.6675188           0.6675188
     0.66752106          0.66752106
     0.66752333          0.66752333
     0.66752559          0.66752559
     0.66752785          0.66752785
     0.66753011          0.66753011
     0.66753237          0.66753237
     0.66753462          0.66753462
     0.66753688          0.66753688
     0.66753913          0.66753913
     0.66754139          0.66754139
     0.66754364          0.66754364
     0.66754589          0.66754589
     0.66754814          0.66754814
     0.66755039          0.66755039
     0.66755263          0.66755263
     0.66755488          0.66755488
     0.66755712          0.66755712
     0.66755937          0.66755937
     0.66756161          0.66756161
     0.66756385          0.66756385
     0.66756609          0.66756609
     0.66756833          0.66756833
     0.66757056          0.66757056
      0.6675728           0.6675728
     0.66757504          0.66757504
     0.66757727          0.66757727
      0.6675795           0.6675795
     0.66758173          0.66758173
     0.66758396          0.66758396
     0.66758619          0.66758619
     0.66758842          0.66758842
     0.66759064          0.66759064
     0.66759287          0.66759287
     0.66759509          0.66759509
     0.66759732          0.66759732
     0.66759954          0.66759954
     0.66760176          0.66760176
     0.66760398          0.66760398
     0.66760619          0.66760619
     0.66760841          0.66760841
     0.66761062          0.66761062
     0.66761284          0.66761284
     0.66761505          0.66761505
     0.66761726          0.66761726
     0.66761947          0.66761947
     0.66762168          0.66762168
     0.66762389          0.66762389
      0.6676261           0.6676261
      0.6676283           0.6676283
     0.66763051          0.66763051
     0.66763271          0.66763271
     0.66763491          0.66763491
     0.66763711          0.66763711
     0.66763931          0.66763931
     0.66764151          0.66764151
      0.6676437          0.66764371
      0.6676459           0.6676459
     0.66764809           0.6676481
     0.66765029          0.66765029
     0.66765248          0.66765248
     0.66765467          0.66765467
     0.66765686          0.66765686
     0.66765905          0.66765905
     0.66766124          0.66766124
     0.66766342          0.66766342
     0.66766561          0.66766561
     0.66766779          0.66766779
     0.66766997          0.66766997
     0.66767215          0.66767215
     0.66767433          0.66767433
     0.66767651          0.66767651
     0.66767869          0.66767869
     0.66768086          0.66768086
     0.66768304          0.66768304
     0.66768521          0.66768521
     0.66768739          0.66768739
     0.66768956          0.66768956
     0.66769173          0.66769173
      0.6676939           0.6676939
     0.66769606          0.66769606
     0.66769823          0.66769823
     0.66770039           0.6677004
     0.66770256          0.66770256
     0.66770472          0.66770472
     0.66770688          0.66770688
     0.66770904          0.66770904
      0.6677112           0.6677112
     0.66771336          0.66771336
     0.66771552          0.66771552
     0.66771767          0.66771767
     0.66771983          0.66771983
     0.66772198          0.66772198
     0.66772413          0.66772413
     0.66772628          0.66772628
     0.66772843          0.66772843
     0.66773058          0.66773058
     0.66773273          0.66773273
     0.66773487          0.66773487
     0.66773702          0.66773702
     0.66773916          0.66773916
      0.6677413           0.6677413
     0.66774344          0.66774344
     0.66774558          0.66774558
     0.66774772          0.66774772
     0.66774986          0.66774986
     0.66775199          0.66775199
     0.66775413          0.66775413
     0.66775626          0.66775626
      0.6677584           0.6677584
     0.66776053          0.66776053
     0.66776266          0.66776266
     0.66776478          0.66776479
     0.66776691          0.66776691
     0.66776904          0.66776904
     0.66777116          0.66777116
     0.66777329          0.66777329
     0.66777541          0.66777541
     0.66777753          0.66777753
     0.66777965          0.66777965
     0.66778177          0.66778177
     0.66778389          0.66778389
     0.66778601          0.66778601
     0.66778812          0.66778812
     0.66779024          0.66779024
     0.66779235          0.66779235
     0.66779446          0.66779446
     0.66779657          0.66779657
     0.66779868          0.66779868
     0.66780079          0.66780079
     0.66780289           0.6678029
       0.667805            0.667805
      0.6678071          0.66780711
     0.66780921          0.66780921
     0.66781131          0.66781131
     0.66781341          0.66781341
     0.66781551          0.66781551
     0.66781761          0.66781761
     0.66781971          0.66781971
      0.6678218           0.6678218
      0.6678239           0.6678239
     0.66782599          0.66782599
     0.66782808          0.66782808
     0.66783017          0.66783017
     0.66783226          0.66783226
     0.66783435          0.66783435
     0.66783644          0.66783644
     0.66783853          0.66783853
     0.66784061          0.66784061
      0.6678427           0.6678427
     0.66784478          0.66784478
     0.66784686          0.66784686
     0.66784894          0.66784894
     0.66785102          0.66785102
      0.6678531           0.6678531
     0.66785517          0.66785517
     0.66785725          0.66785725
     0.66785932          0.66785932
      0.6678614           0.6678614
     0.66786347          0.66786347
     0.66786554          0.66786554
     0.66786761          0.66786761
     0.66786968          0.66786968
     0.66787174          0.66787175
     0.66787381          0.66787381
     0.66787588          0.66787588
     0.66787794          0.66787794
        0.66788             0.66788
     0.66788206          0.66788206
     0.66788412          0.66788412
     0.66788618          0.66788618
     0.66788824          0.66788824
     0.66789029          0.66789029
     0.66789235          0.66789235
      0.6678944           0.6678944
     0.66789646          0.66789646
     0.66789851          0.66789851
     0.66790056          0.66790056
     0.66790261          0.66790261
     0.66790465          0.66790465
      0.6679067           0.6679067
     0.66790875          0.66790875
     0.66791079          0.66791079
     0.66791283          0.66791283
     0.66791487          0.66791487
     0.66791691          0.66791691
     0.66791895          0.66791895
     0.66792099          0.66792099
     0.66792303          0.66792303
     0.66792506          0.66792506
      0.6679271           0.6679271
     0.66792913          0.66792913
     0.66793116          0.66793116
      0.6679332           0.6679332
     0.66793522          0.66793523
     0.66793725          0.66793725
     0.66793928          0.66793928
     0.66794131          0.66794131
     0.66794333          0.66794333
     0.66794536          0.66794536
     0.66794738          0.66794738
      0.6679494           0.6679494
     0.66795142          0.66795142
     0.66795344          0.66795344
     0.66795546          0.66795546
     0.66795747          0.66795747
     0.66795949          0.66795949
      0.6679615           0.6679615
     0.66796351          0.66796351
     0.66796553          0.66796553
     0.66796754          0.66796754
     0.66796955          0.66796955
     0.66797155          0.66797155
     0.66797356          0.66797356
     0.66797557          0.66797557
     0.66797757          0.66797757
     0.66797957          0.66797957
     0.66798158          0.66798158
     0.66798358          0.66798358
     0.66798558          0.66798558
     0.66798757          0.66798758
     0.66798957          0.66798957
     0.66799157          0.66799157
     0.66799356          0.66799356
     0.66799556          0.66799556
     0.66799755          0.66799755
     0.66799954          0.66799954
     0.66800153          0.66800153
     0.66800352          0.66800352
     0.66800551          0.66800551
     0.66800749          0.66800749
     0.66800948          0.66800948
     0.66801146          0.66801146
     0.66801345          0.66801345
     0.66801543          0.66801543
     0.66801741          0.66801741
     0.66801939          0.66801939
     0.66802137          0.66802137
     0.66802334          0.66802334
     0.66802532          0.66802532
     0.66802729          0.66802729
     0.66802927          0.66802927
     0.66803124          0.66803124
     0.66803321          0.66803321
     0.66803518          0.66803518
     0.66803715          0.66803715
     0.66803911          0.66803911
     0.66804108          0.66804108
     0.66804304          0.66804305
     0.66804501          0.66804501
     0.66804697          0.66804697
     0.66804893          0.66804893
     0.66805089          0.66805089
     0.66805285          0.66805285
     0.66805481          0.66805481
     0.66805677          0.66805677
     0.66805872          0.66805872
     0.66806068          0.66806068
     0.66806263          0.66806263
     0.66806458          0.66806458
     0.66806653          0.66806653
     0.66806848          0.66806848
     0.66807043          0.66807043
